,chembl_id,IC50,units,canonical_smiles,pIC50
3535,CHEMBL1683970,13.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1C#CCCN4CCOCC4,7.886056647693163
5108,CHEMBL3416596,27.0,nM,COc1ccccc1c2cc3c(N[C@H](C)c4ccc(F)cc4)ncnc3s2,7.568636235841013
2886,CHEMBL595142,350.0,nM,COc1cc2c(Nc3ccc(cc3O)c4nc5ccccc5s4)ncnc2cc1OCCCN6CCN(C)CC6,6.455931955649724
3581,CHEMBL109428,181.97,nM,COc1cc2ncc(C#N)c(Nc3cccc(Cl)c3)c2cc1OC,6.740000204918113
2638,CHEMBL446019,0.537,nM,Clc1cccc(Nc2ncnc3cc(NC(=O)C=C)ncc23)c1,9.270025714300445
795,CHEMBL424302,1300.0,nM,Oc1ccc(\C=C(/C#N)\C(=O)NCCCCCCCCCCNC(=O)\C(=C\c2ccc(O)c(O)c2)\C#N)cc1O,5.886056647693163
2837,CHEMBL230232,1000.0,nM,Fc1ccc(Nc2c(cnc3c(Br)cc(NCc4c[nH]nn4)cc23)C#N)cc1Cl,6.0
2312,CHEMBL518986,5.0,ug.mL-1,Oc1ccc(cc1)C2=C(CSC3=NCCS3)Oc4cc(O)cc(O)c4C2=O,8.301029995663981
1487,CHEMBL334026,24200.0,nM,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,4.616184634019569
88,CHEMBL137788,335.0,nM,C\N=N\Nc1ccc2ncnc(NCc3ccccc3)c2c1,6.474955192963154
6088,CHEMBL3980793,3.8,nM,COCCNC(=O)[C@@H]1C[C@H](CCN1C(=O)C=C)Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC,8.42021640338319
2504,CHEMBL475351,5100.0,nM,COc1cc(Nc2nc(OC)nc3[nH]ccc23)ccc1c4nc5ccccc5s4,5.292429823902063
5419,CHEMBL3734786,1040.0,nM,CC(C)n1c(C)nc2cnc(Nc3ccnc(n3)N4CC[C@H](O)C(F)(F)C4)cc12,5.982966660701219
6117,CHEMBL3893128,50.0,nM,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCc4c(C)onc4c5c(Cl)cccc5Cl,7.301029995663981
4134,CHEMBL2047025,1560.0,nM,COc1cc(O)c(cc1NC(=O)CCCCCC(=O)NO)C(=O)Nc2ccc(F)c(Cl)c2,5.806875401645538
1280,CHEMBL93783,14.0,nM,CN(CCO)C\C=C\C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,7.853871964321762
172,CHEMBL95774,80.0,nM,Fc1ccc(Nc2c(cnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)C#N)cc1Cl,7.096910013008056
2681,CHEMBL126893,8.71,nM,CN(C)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.059981844992336
4214,CHEMBL2087353,55.0,nM,Brc1cccc(Nc2ncnc3cc4OCCOCCOc4cc23)c1,7.259637310505756
3819,CHEMBL787,3197.0,nM,CC(C)(O)c1ccccc1CC[C@@H](SCC2(CC(=O)O)CC2)c3cccc(\C=C\c4ccc5ccc(Cl)cc5n4)c3,5.495257363728312
4162,CHEMBL2048795,2.8,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5CC(=O)Nc45)c(Cl)c3)c12,8.55284196865778
858,CHEMBL80164,1000.0,nM,Cc1cc2cc(Nc3ccnc4cc(sc34)c5ccc(CNCCO)cc5)ccc2[nH]1,6.0
3598,CHEMBL419185,3162.28,nM,COc1cc2ncc(C#N)c(Nc3cc(Cl)c(O)c(Cl)c3)c2cc1OC,5.499999678657065
1990,CHEMBL245869,73.0,nM,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC6CCNCC6)c45)ccc23)c1,7.136677139879544
693,CHEMBL7981,500000.0,nM,COc1cc(OC)c2C(=O)C(=COc2c1)c3cccc(Cl)c3,3.3010299956639813
4526,CHEMBL2426282,550.0,nM,COc1ccc(NC(=O)C=C)cc1Nc2ncc(Cl)c(n2)c3c[nH]c4ccccc34,6.259637310505756
5615,CHEMBL3774712,594.5,nM,Cc1ccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)cc1,6.225848141045289
4475,CHEMBL2385991,600.0,nM,CN1CCN(Cc2ccc(cc2)C(=O)Nc3ccc(C)c(c3)C(=O)Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)CC1,6.221848749616356
106,CHEMBL322395,3000.0,nM,COc1cc(Nc2c(cnc3cc(ccc23)c4ccc(CN5CCOCC5)cc4)C#N)c(Cl)cc1Cl,5.522878745280337
5811,CHEMBL3942999,388.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(Cc4ccncc4)cc3)ncnc2cc1OC,6.411168274405792
867,CHEMBL53711,0.006,nM,CN(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,11.221848749616356
3177,CHEMBL1169870,8150.0,nM,NC(=S)N1N=C(CC1c2ccc(Cl)cc2)c3ccc(Br)c(Br)c3,5.088842391260023
3221,CHEMBL1173652,7830.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccccc2,5.106238237942057
1633,CHEMBL370266,5500.0,nM,CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,5.259637310505756
1501,CHEMBL121954,1.0,nM,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,9.0
5103,CHEMBL3416622,170.0,nM,COc1ccccc1c2cc3c(NCc4cccs4)ncnc3s2,6.769551078621726
4970,CHEMBL3355876,0.51,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCn4ccnc4[N+](=O)[O-],9.292429823902063
2586,CHEMBL491676,0.7762,nM,CCN(CC)CCCSc1cc2ncnc(Cc3cccc(Br)c3)c2cc1NC(=O)C=C,9.110026361596004
1066,CHEMBL116308,355.0,nM,[O-][N+](=O)c1cccc2ncnc(Nc3cccc(Br)c3)c12,6.449771646944906
3531,CHEMBL1683966,114.0,nM,Cc1ncnc(Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1\C=C\C(=O)NCCN4CCOCC4,6.943095148663527
1694,CHEMBL202621,86.0,nM,Fc1ccc(Nc2ncnc3ccc(NC(=O)C#CCN4CCOCC4)cc23)cc1Cl,7.0655015487564325
3775,CHEMBL1828880,26200.0,nM,COc1ccc(CC(=O)NS(=O)(=O)c2ccccc2)cc1,4.581698708680254
5026,CHEMBL3357645,2.6,nM,F\C(=C/CN1CCCCC1)\C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5,8.585026652029182
2430,CHEMBL500591,27.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C#N,7.568636235841013
485,CHEMBL129825,7.4,nM,CN(C)CCCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.130768280269024
2744,CHEMBL469997,59.0,nM,Fc1ccc(Nc2ncnc3nc(Nc4ccccc4)sc23)cc1Cl,7.229147988357855
585,CHEMBL539822,0.47,nM,Cl.Nc1ccc2c(c1)sc3c(Nc4cccc(Br)c4)ncnc23,9.327902142064282
635,CHEMBL545541,4.0,nM,Cl.COc1cc2ncnc(NCc3ccccc3)c2cc1OC,8.397940008672037
1782,CHEMBL207247,60.0,nM,CC(=O)NCc1cccc(c1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.221848749616356
935,CHEMBL424625,125000.0,nM,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSCCC(=O)O)c1O,3.9030899869919438
3461,CHEMBL1272324,9.0,nM,CCN(CC)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(N[C@H](CO)c4ccccc4)c23,8.045757490560675
3465,CHEMBL1271562,12.0,nM,CC[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)\C=C\CN(C)C)c4ccccc4,7.920818753952375
4922,CHEMBL3287898,7500.0,nM,CCc1ccccc1NC(=O)N2C[C@@H](C)Oc3cc(ccc23)c4ccc(cc4)[C@@H]5CC[C@@H](CC(=O)O)CC5,5.1249387366083
1075,CHEMBL326596,58.0,nM,COc1ccc2c(NCc3ccccc3)ncnc2c1,7.236572006437063
3065,CHEMBL592201,1760.0,nM,Oc1c(Br)cc(Br)cc1CN(Cc2ccc(F)cc2)C(=S)Nc3ccccc3,5.7544873321858505
221,CHEMBL293251,11400.0,nM,Cn1c(SSc2c(C(=O)Nc3ccccc3)c4cc(Br)ccc4n2C)c(C(=O)Nc5ccccc5)c6cc(Br)ccc16,4.943095148663527
2756,CHEMBL521470,3.5,ug.mL-1,O[C@H]1CC(=O)c2c(O)ccc3c4ccc(O)c5C(=O)CC[C@@](O)([C@H]1c23)c45,8.455931955649724
6075,CHEMBL3898447,5.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC4CCN(CC4)C(=O)C=C,8.301029995663981
3742,CHEMBL1830270,5110.0,nM,NC(=S)N\N=C(\C=C\c1ccc(cc1)c2ccccc2)/c3ccccc3,5.291579099865287
6135,CHEMBL3655344,1.4,nM,CC(C)N(C)C\C=C\C(=O)N1Cc2sc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3c2C1,8.853871964321762
4851,CHEMBL3237944,2090.0,nM,CCOC(=O)C1=C(N)N(C2=C(C1c3c(C)nn(c3Cl)c4ccccc4)C(=O)CCC2)c5cccnc5,5.679853713888946
5949,CHEMBL3978686,84.0,nM,O=S(=O)(Nc1ccccn1)c2ccc(Nc3nncc4ccccc34)cc2,7.075720713938118
4675,CHEMBL3098322,4300.0,nM,COc1cc2nc(Cl)nc(Nc3ccc(O)cc3)c2cc1OC,5.366531544420414
4766,CHEMBL3221552,4000.0,nM,Cl.COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,5.3979400086720375
2550,CHEMBL473543,81.28,nM,CS(=O)(=O)CCNCc1nc(cs1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)cc4)c3c2,7.090016305060156
707,CHEMBL7819,170.0,nM,COc1cc(O)c2C(=O)C(=CN(C)c2c1)c3cccc(Cl)c3,6.769551078621726
6131,CHEMBL1271561,4.6,nM,C[C@@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)\C=C\CN(C)C)c4ccccc4,8.337242168318426
685,CHEMBL55425,57.0,nM,CCN(CC)CCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,7.2441251443275085
5429,CHEMBL3739587,4480.0,nM,CC(=O)c1nn(cc1C(=O)c2c(C)[nH]c(c3ccccc3)c2c4ccccc4)c5ccc(Cl)cc5,5.3487219860018556
5599,CHEMBL3763701,15.4,nM,COc1cc2ncnc(Nc3cc(ccc3C)C(=O)NC45CC6CC(CC(C6)C4)C5)c2cc1OCCCN7CCOCC7,7.8124792791635365
3978,CHEMBL1947046,90400.0,nM,COc1ccccc1Nc2ccnc(Nc3ccccc3OC)n2,4.043831569524636
4800,CHEMBL3235202,120.0,nM,COc1ccc(Oc2nc3ccc(C)cc3cc2\C=N\NC(=O)Cn4c(C)ncc4[N+](=O)[O-])cc1,6.920818753952375
3597,CHEMBL110945,9120.11,nM,COc1cc2ncc(C#N)c(Nc3ccc(O)c(Cl)c3)c2cc1OC,5.039999923502186
5413,CHEMBL3734877,2360.0,nM,COC1CCN(CC1)c2nccc(Nc3cc4c(cn3)nc(CO)n4C(C)C)n2,5.627087997029894
2485,CHEMBL505463,280.0,nM,Fc1ccc2nccc(Oc3ccc(Nc4ncnc5cc(C#C[C@@H]6C[C@H](CN6)OC(=O)N7CCOCC7)sc45)cc3Cl)c2c1,6.552841968657781
3318,CHEMBL1242753,8010.0,nM,CCOc1cc(ccc1OC)c2nn(CCO)c3ncnc(N)c23,5.096367483915762
6664,CHEMBL4060996,2.3,nM,Cl.COc1ccc(cc1)N(C)c2nc(C)nc3c(Cc4ccccc4)cn(C)c23,8.638272163982407
2708,CHEMBL460736,8.6,nM,CN(N)C\C=C\C(=O)Nc1cc2c(Nc3cccc(Br)c3)ccnc2cn1,8.065501548756432
6714,CHEMBL4072928,133.1,nM,Clc1ccc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1Cl,6.875821944525325
6726,CHEMBL4072986,120.0,nM,Clc1cccc(Nc2ncnc3ccc(NC(=S)Nc4ncc(Cl)s4)cc23)c1,6.920818753952375
4630,CHEMBL3088218,8190.0,nM,Cc1ncc([N+](=O)[O-])n1C\C(=N\NC(=O)c2ccncc2)\c3ccc(Br)cc3,5.086716098239582
6814,CHEMBL4086821,295.7,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCC6(CCN(C)C6)C5)c(C)c4)nc23)c7cc(OC)ccc7F,6.529148675473882
1173,CHEMBL266182,180000.0,nM,OCC(O)CNN1C(=O)c2c(C1=O)c3c4cccc(O)c4n(C5OC(CO)C(O)C(O)C5O)c3c6[nH]c7c(O)cccc7c26,3.744727494896694
1578,CHEMBL186580,490.0,nM,COc1cc2ncnc(Nc3cc(NC(=O)c4ccccc4)c(F)cc3F)c2cc1OC,6.309803919971486
4028,CHEMBL1956886,19770.0,nM,Nc1nc(Nc2cccc(Br)c2)c3cc(Cc4ccc(Cl)c(Cl)c4)[nH]c3n1,4.703993330686328
3133,CHEMBL1095154,1300.0,nM,Cl.NCCc1cn(Cc2ccc(cc2)c3ccccc3)c4ccc(OCCc5ccc(O)cc5)cc14,5.886056647693163
6748,CHEMBL4077064,874.0,nM,Cn1cc(cn1)c2ccc3ncc4C=CC(=O)N(c5ccc6CCN(C(=O)C=C)c6c5)c4c3c2,6.058488567365597
3135,CHEMBL1094835,2450.0,nM,Cl.COc1ccc(CCOc2ccc3c(c2)c(CCN)cn3CCCCCc4ccc(SC)cc4)cc1,5.610833915635467
5388,CHEMBL3699622,5.5,nM,COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCS(=O)(=O)CC4,8.259637310505756
318,CHEMBL131426,1100.0,nM,CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)CCC#N,5.958607314841775
4396,CHEMBL2337368,39200.0,nM,CC(C)c1ccc(Nc2nc(NC(=O)C(C)(C)C)nc3[nH]c4cccc(Cl)c4c23)cc1,4.406713932979542
6624,CHEMBL4066118,5700.0,nM,C(c1oc(Cc2nc3ccccc3[nH]2)nn1)c4cccc5ccccc45,5.2441251443275085
2275,CHEMBL258694,150.0,nM,CC(C)c1c(cn2ncnc(Nc3cnc4[nH]ccc4c3)c12)c5oc(C)nn5,6.823908740944319
3408,CHEMBL1242572,760.0,nM,Nc1ncnc2c1c(nn2C3CCCC3)c4ccc5cn[nH]c5c4,6.119186407719209
839,CHEMBL79215,1.0,nM,C(CN(c1cc2ncnc(Nc3ccc4[nH]ccc4c3)c2s1)n5cccc5)Nc6ccccc6,9.0
3362,CHEMBL1242112,908.0,nM,COc1cc(ccc1O)c2nn(C(C)C)c3ncnc(N)c23,6.041914151478915
5976,CHEMBL3982710,11.6,nM,COc1cc(Nc2ncnc3ccc(cc23)c4cn(CCCCCCC(=O)NO)nn4)ccc1Oc5ccccc5,7.935542010773082
3112,CHEMBL1090360,610.0,nM,O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,6.214670164989233
401,CHEMBL331026,14454.4,nM,COc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2nc3ccccc3[nH]2)c1O,4.8399999311187
3612,CHEMBL111443,21379.62,nM,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1OC,4.6700000181810175
1639,CHEMBL194349,610.0,nM,CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,6.214670164989233
1209,CHEMBL91484,27.0,nM,COc1cc2ncnc(NC3CC3c4ccccc4)c2cc1OCCCN(C)C,7.568636235841013
6484,CHEMBL3930810,20.0,nM,COc1cccc(Nc2ncc(c(Oc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)c1OC,7.698970004336019
5186,CHEMBL3613695,4824.0,nM,NC(=O)c1cnc2ccc(cc2c1Nc3ccc(Br)cc3)C(=O)\C=C\c4ccc(Cl)cc4,5.316592700867905
1448,CHEMBL291313,40000.0,nM,[O-][N+](=O)c1ccc2NC(=O)C(=C(C#N)C#N)c2c1,4.3979400086720375
3517,CHEMBL1683951,47000.0,nM,Fc1cccc(COc2ccc(Nc3cc(ncn3)c4cccnc4)cc2Cl)c1,4.327902142064283
1995,CHEMBL246694,140.0,nM,NC(=O)COCc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.853871964321762
2974,CHEMBL598610,7.0,nM,COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCCCC(=O)NO,8.154901959985743
5373,CHEMBL2178351,5.0,nM,CC(C)n1c(Nc2ccccc2)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,8.301029995663981
1775,CHEMBL381604,32.0,nM,Nc1nccc(n1)C#Cc2cncnc2Nc3ccc(OCc4cccc(F)c4)c(Cl)c3,7.494850021680094
5167,CHEMBL3608430,181.0,nM,CC(C)n1cnc2c(Nc3ccc(cc3)N4CCN(C)CC4)nc(nc12)N5C[C@H]6CN(C[C@H]6C5)C(=O)C=C,6.7423214251308154
2298,CHEMBL255490,70.0,nM,CO\N=C\c1c(N)ncnc1Nc2ccc(F)c(Cl)c2,7.154901959985743
1858,CHEMBL214023,19.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4ccc(cc34)c5oc(CNCCS(=O)(=O)c6ccccn6)cc5)cc2C(F)(F)F)c1,7.721246399047171
1972,CHEMBL391521,110.0,nM,CN(CCO)Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc5cccc(F)c5)c3)c12,6.958607314841775
1211,CHEMBL328277,820.0,nM,COc1cc2ncnc(N3CCc4ccccc34)c2cc1OC,6.086186147616283
3815,CHEMBL58,5385.9,nM,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,5.26874171439487
6133,CHEMBL3655342,1.0,nM,CN(C)C(=O)N1CCN(C\C=C\C(=O)N2CCc3c(C2)sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)CC1,9.0
1912,CHEMBL1204262,0.64,nM,Cl.CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC,9.193820026016112
2574,CHEMBL178306,10000.0,nM,FC(F)(F)c1cccc(NC(=O)Nc2ncnc3nn4ccccc4c23)c1,5.0
1231,CHEMBL328244,574.0,nM,Nc1ccc2ncnc(Nc3cccc(c3)C(F)(F)F)c2c1,6.241088107602026
3025,CHEMBL592457,90.0,nM,Oc1ccc(Br)cc1\C=N\NC2=NC(=O)CS2,7.045757490560675
6419,CHEMBL3926657,487.6,nM,Nc1ncnc2c1c(nn2C3CCCN(C3)C(=O)\C=C\c4c[nH]cn4)c5ccc(Oc6ccccc6)cc5,6.311936303053655
3682,CHEMBL1817964,60.0,nM,COC1=C(C)C(=O)C(=C(O1)\C=C\C(C)C\C=C\C(=C\C(C)C(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)\C(=C\C)\C)\C)C,7.221848749616356
5047,CHEMBL3325472,18300.0,nM,NC1=C(C#N)C(C2=C(CCCC2=O)N1c3cccnc3)c4cc5cc(Cl)ccc5n6nnnc46,4.73754891026957
3161,CHEMBL1095776,96400.0,nM,CC(C)c1ccccc1Nc2nc(N)nc3[nH]c(Cc4ccc(Cl)cc4Cl)cc23,4.015922966097169
730,CHEMBL422531,12000.0,nM,CN(C)C(=O)CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)N(C)C)[nH]c4ccccc14,4.920818753952375
1644,CHEMBL196438,20.0,nM,CCc1c(cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12)C(=O)O,7.698970004336019
5583,CHEMBL3760090,1330.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccc(Cl)cc4)cc3)ncnc2cc1OCCCN5CCN(C)CC5,5.876148359032914
4527,CHEMBL2426281,3500.0,nM,Clc1cnc(Nc2cccc(NC(=O)C=C)c2)nc1c3c[nH]c4ccccc34,5.455931955649724
3984,CHEMBL1944930,85600.0,nM,SC1=NNC2=Nc3nc4c(CCc5ccccc45)c(c6ccccc6)c3C(=O)N12,4.0675262353228465
6169,CHEMBL3671496,2.0,nM,CCNC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.698970004336019
6665,CHEMBL4104515,4.9,nM,Cl.COc1ccc2N(CCCc2c1)c3nc(C)nc4c(Cc5ccccc5)cn(C)c34,8.309803919971486
1834,CHEMBL379047,156.0,nM,CN(CCCl)C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,6.806875401645538
4374,CHEMBL2324871,350.0,nM,NC(=S)N1N=C(CC1c2ccc3ccccc3c2)c4ccc(Br)cc4,6.455931955649724
3296,CHEMBL1241241,922.0,nM,CC(C)n1nc(c2ccc(O)cc2)c3c(N)ncnc13,6.035269078946371
4819,CHEMBL3234741,1920.0,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cncnc4)c3)cc2C(F)(F)F)CC1,5.716698771296451
842,CHEMBL81712,9.0,nM,O=C(c1ccccc1)c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2,8.045757490560675
6225,CHEMBL3671551,154.0,nM,CC(COc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C)NC(=O)C,6.812479279163537
6234,CHEMBL3671560,295.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNc4nccs4)c(NC(=O)C=C)cc23,6.530177984021837
2352,CHEMBL307481,10000.0,nM,Oc1ccc(\C=C\[N+](=O)[O-])cc1,5.0
3129,CHEMBL1098121,4400.0,nM,Cl.COc1ccc(CCCCCn2cc(CCN)c3cc(OCCc4ccc(O)cc4)ccc23)cc1,5.356547323513812
4050,CHEMBL2018749,800.0,nM,CCCCOC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,6.096910013008056
5992,CHEMBL3917723,9941.0,nM,COC(=O)CNC(=O)c1ccc(Nc2ncnc3cc(OCCN4CCCCC4)c(OC)cc23)cc1,5.002569926202529
918,CHEMBL51853,0.13,nM,Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.886056647693163
6151,CHEMBL3671479,3.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCC4CCN(CC4)C(=O)C=C)c(NC(=O)C=C)cc23,8.522878745280337
6764,CHEMBL4102284,3900.0,nM,CC(C)N1C\C(=C/c2nc(C)c(C)nc2C)\C(=NO)\C(=C\c3nc(C)c(C)nc3C)\C1,5.4089353929735005
2347,CHEMBL44,0.1,ug.mL-1,Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,10.0
626,CHEMBL171545,1530.0,nM,Nc1ncnc2c1c(cn2C3CCNC3)c4cccc(O)c4,5.815308569182402
880,CHEMBL162223,1.2,nM,Brc1cccc(Nc2ncnc3cnc(NCCc4ccccn4)cc23)c1,8.920818753952375
5623,CHEMBL3774906,89.6,nM,Brc1cccc(Nc2ncnc3cc4OCC(=O)N(CCCN5CCOCC5)c4cc23)c1,7.047691990337875
1557,CHEMBL431001,16300.0,nM,Cc1[nH]c2ncnc(Nc3cccc(c3)C(=O)O)c2c1C,4.787812395596042
4882,CHEMBL3233781,93.0,nM,CN(C)CCCN(C)C\C=C\C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1,7.031517051446065
3907,CHEMBL1928707,3220.0,nM,Oc1ccccc1CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,5.492144128304169
1796,CHEMBL207718,20.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CN(C)C4)C(=O)N,7.698970004336019
2339,CHEMBL520839,20000.0,nM,CCOc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2ccc(C)cc2)c1O,4.698970004336019
6480,CHEMBL3928176,20.0,nM,COc1ccccc1Nc2ncc(F)c(Oc3cccc(NC(=O)C=C)c3)n2,7.698970004336019
4648,CHEMBL3092297,699.0,nM,FC1CCN(CC1)C(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cc2O[C@H]5CCOC5,6.1555228242543185
3688,CHEMBL1821864,1840.0,nM,Cc1ccc(cc1C)C2=NN(C(C2)c3ccc(Br)cc3)c4nc(cs4)c5ccccc5,5.735182176990463
3640,CHEMBL114728,1584.89,nM,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)\C=C\CN(C)C,5.800000874803203
2308,CHEMBL13485,3000.0,nM,CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Cl)cc23)c1C,5.522878745280337
1539,CHEMBL74645,25700.0,nM,OC(=O)c1cccc(Nc2ncnc3[nH]c4CCCCc4c23)c1,4.590066876668706
1624,CHEMBL372246,250.0,nM,CN1CCN(CC1)c2cc3ncnc(Nc4cc(Cl)c(Cl)cc4F)c3cc2NC(=O)C=C,6.6020599913279625
1708,CHEMBL204330,873.0,nM,COc1cc(OC2CCN(CC2)C(=O)C)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,6.0589857562944305
2670,CHEMBL54400,0.1288,nM,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,9.890084136976206
1369,CHEMBL300083,578.0,nM,Nc1cc2ncnc(NCc3ccccc3)c2cn1,6.2380721615794705
2098,CHEMBL399928,94.5,nM,CC(O)C#Cc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,7.024568191490737
4930,CHEMBL3298000,82.3,nM,Cl.COc1ccc(cc1)N(C)c2nc(C)nc3oc(C)cc23,7.08460016478773
6295,CHEMBL3676371,58.0,nM,CCN(CC)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)c(Cl)c3F)c2cc1NC(=O)C=C,7.236572006437063
1729,CHEMBL206320,2000.0,nM,Fc1ccc2Oc3ncnc(Nc4cccc(c4)c5ccccc5)c3NCc2c1,5.698970004336019
2533,CHEMBL484108,4800.0,nM,Nc1nc(Nc2cccc(Br)c2)c3cc(CCc4cccc5ccccc45)[nH]c3n1,5.318758762624412
2045,CHEMBL245799,5260.0,nM,N#Cc1cnc2ccc(cc2c1N[C@@H]3C[C@H]3c4ccccc4)c5cccc(CN6CCOCC6)c5,5.279014255846261
1866,CHEMBL380247,18.0,nM,CS(=O)(=O)CCNCc1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2,7.7447274948966935
5109,CHEMBL3416595,23.0,nM,COC[C@@H](Nc1ncnc2sc(cc12)c3ccccc3OC)c4ccccc4,7.638272163982407
574,CHEMBL345988,147.0,nM,Nc1nc(Nc2cccc(Br)c2)c3c4ccccc4[nH]c3n1,6.8326826652518236
1653,CHEMBL372692,1600.0,nM,CCc1c(CC(=O)O)cn2ncnc(Nc3ccc4c(cnn4Cc5ccccc5)c3)c12,5.795880017344075
3881,CHEMBL1929314,26060.0,nM,COc1cc(OC)cc(c1)c2oc(SCc3ccccc3)nn2,4.584025588623434
