,chembl_id,IC50,units,canonical_smiles,pIC50
1777,CHEMBL207869,77.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc4ncccn4)cc2Cl)c1,7.113509274827518
5785,CHEMBL3940060,330.0,nM,Fc1ccc(Nc2ncnc3cc4OC(=O)N(CCOC(=O)CCl)c4cc23)cc1Cl,6.481486060122113
6373,CHEMBL3678951,1.0,nM,CC(C)n1c(Nc2cccc(c2)C(F)(F)F)nc3cnc(Nc4ccc(cc4)N5CCN(C)CC5)nc13,9.0
2442,CHEMBL504034,40.0,nM,CS(=O)(=O)CCNC(=O)O[C@H]1CN[C@@H](C1)C#Cc2cc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3s2,7.3979400086720375
1084,CHEMBL158797,43000.0,nM,Cn1c(SSc2c(C(=O)NCC(O)CO)c3ccccc3n2C)c(C(=O)NCC(O)CO)c4ccccc14,4.366531544420414
6596,CHEMBL4069003,3.0,nM,NP(=O)(OCCCOc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)N(CCCl)CCCl,8.522878745280337
2986,CHEMBL599047,0.85,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)CN4Sc5ccccc5C4=O)cc23)c1,9.070581074285707
1263,CHEMBL93545,53.0,nM,Nc1cc2ncnc(Nc3cccc(Br)c3)c2cc1[N+](=O)[O-],7.275724130399211
1099,CHEMBL93181,10.0,nM,COc1ccc2c(Nc3cccc(Br)c3)ncnc2c1,8.0
1690,CHEMBL203644,0.3,nM,CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,9.522878745280337
3047,CHEMBL591706,32120.0,nM,CCCCN(Cc1cccc(Cl)c1O)C(=O)Nc2ccccc2,4.493224463393356
1888,CHEMBL217536,60.0,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)C4CCSS4)cc23)c1,7.221848749616356
2821,CHEMBL498134,16.0,nM,CN1CCN(CC1)\N=C\c2c(N)ncnc2Nc3ccc4c(cnn4Cc5cccc(F)c5)c3,7.795880017344075
2091,CHEMBL248674,402.1,nM,COc1cc2ncnc(Nc3cccc(c3)C#CCCO)c2cc1OC,6.395665926897089
2678,CHEMBL129579,4.7860000000000005,nM,OCC(O)C(O)C(O)C(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1,8.320027305722581
91,CHEMBL78150,460000.0,nM,CC(C)(C)c1cc(C=C(C#N)C#N)cc(c1O)C(C)(C)C,3.337242168318426
3342,CHEMBL1241948,100000.0,nM,CC(C)n1nc(c2cccc(NS(=O)(=O)C)c2)c3c(N)ncnc13,4.0
4864,CHEMBL3233765,3399.0,nM,CN1CCN(CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3s2)CC1,5.46864883541694
2541,CHEMBL490266,1.8,/uM,CC(C)(C)c1ccc(OC[C@@H](Cn2ccnc2[N+](=O)[O-])OC(=O)c3ccc(NC=C4C(=O)C=CC4=O)cc3)cc1,8.744727494896694
1530,CHEMBL103860,3300.0,nM,OC(=O)c1cc(CCc2cc(O)ccc2O)ccc1O,5.481486060122113
5523,CHEMBL3752916,310.76,nM,Cn1cnc(c1)c2cc(NC(=O)Nc3nccs3)cc(c2)C(F)(F)F,6.507574887223914
1298,CHEMBL93784,65.0,nM,COCC1CCCN1CC#CC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2,7.187086643357144
4145,CHEMBL2047247,26000.0,nM,Nc1nc2Cc3ccccc3c2c(Nc4ccc(Cl)cc4)n1,4.585026652029182
2929,CHEMBL592153,1350.0,nM,CCCCCCCCCCCCCCCCCCCCNC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,5.8696662315049934
3948,CHEMBL1947122,9021.0,nM,COc1cc2ncc(C(=O)O)c(Nc3cccc(Cl)c3)c2cc1OC,5.04474531717982
4295,CHEMBL2283257,15740.0,nM,Brc1ccccc1NC(=O)\C=C\c2ccccc2,4.802995271976954
1156,CHEMBL53637,1.6,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)C=C)cc23)c1,8.795880017344075
3445,CHEMBL1257911,989.0,nM,Nc1ccc2Nc3n[nH]cc3N=C(c4ccccc4Cl)c2c1,6.004803708402821
5313,CHEMBL1614725,1.0,nM,CC(C)(O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,9.0
1180,CHEMBL21108,90000.0,nM,OCC1OC(C(O)C(O)C1O)n2c3c(O)cccc3c4c5C(=O)NC(=O)c5c6c7cccc(O)c7[nH]c6c24,4.045757490560675
5011,CHEMBL3335245,76700.0,nM,CCOc1cc(Br)c(Br)c(\C=N\c2ccc3NC(=O)Nc3c2)c1O,4.115204636051019
3718,CHEMBL1821893,7480.0,nM,COc1ccc(cc1)C2=NN(C(C2)c3ccc(C)cc3)c4nc(cs4)c5ccccc5,5.126098402135539
6727,CHEMBL4065503,120.0,nM,Cc1nnc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)s1,6.920818753952375
1451,CHEMBL294681,1800000.0,nM,C[S+]([O-])c1ccc(C=C(C#N)C#N)cc1,2.744727494896694
2336,CHEMBL483232,4000.0,nM,CCOc1cc(\C=C(/C#N)\C(=O)N)cc(CSc2cccc(OC)c2)c1O,5.3979400086720375
4479,CHEMBL2385986,1200.0,nM,CCOc1ccc(cc1NC(=O)\C=C\CN(C)C)C(=O)Nc2ccc(OCc3ccccn3)c(Cl)c2,5.920818753952375
4587,CHEMBL3436359,11.4,nM,CC(=O)N1CCN(Cc2oc(cc2)c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)CC1.Cc7ccc(cc7)S(=O)(=O)O,7.943095148663527
3156,CHEMBL1095131,161600.0,nM,Nc1nc(Nc2cccc(F)c2)c3cc(Cc4ccc(Cl)cc4Cl)[nH]c3n1,3.791558643561433
1709,CHEMBL205149,10.0,nM,COc1cc(OC2CCNCC2)c3c(Nc4ccc(F)c(Cl)c4)ncnc3c1,8.0
4572,CHEMBL2425737,19.0,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)CCOc4ccccc4)cc23)c1,7.721246399047171
382,CHEMBL263666,4700.0,nM,CCN(CC)CCNC(=O)c1c([Se][Se]c2c(C(=O)NCCN(CC)CC)c3ccccc3n2C)n(C)c4ccccc14,5.327902142064283
5425,CHEMBL3740910,4.1,nM,FC(F)(F)c1cccc(Nc2ncnc3ccc(NC(=O)Nc4ccc(CN5CCCC5)cc4)cc23)c1,8.387216143280265
1510,CHEMBL57300,7000.0,nM,Oc1ccc2C(=C(C#N)C#N)CCc2c1O,5.154901959985743
2956,CHEMBL598377,3.1,nM,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCC(=O)NO,8.508638306165727
4450,CHEMBL2348194,2991.0,nM,C[C@@H](Nc1ncnc2oc(c3ccccc3)c(c4ccccc4)c12)c5ccccc5,5.5241835869686815
4661,CHEMBL3092309,165.0,nM,Fc1ccc(Nc2ncnc3cc(O[C@H]4CCOC4)c(NC(=O)NCCN5CCCCC5)cc23)cc1Cl,6.782516055786093
4116,CHEMBL2029697,72400.0,nM,Cc1nn(C)cc1C(=O)Nc2ccn(Cc3c(F)cccc3Cl)n2,4.140261433802853
3099,CHEMBL1080812,867.0,nM,Cc1c([nH]c2cnnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)NCCN5CCOCC5,6.06198090252379
3087,CHEMBL1088348,23500.0,nM,CC1=C(C(NC(=N1)NCc2ccccc2)c3ccc(O)cc3O)C(=O)Nc4ccc(C)cc4,4.628932137728263
6247,CHEMBL3671572,32.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)CN4CCOCC4)c(NC(=O)C=C)cc23,7.494850021680094
4337,CHEMBL2312304,4090.0,nM,Clc1ccc(Cl)c(CNc2ncc(C(=O)NCCCN3CCOC3=O)c(NC4CCCC4)n2)c1,5.388276691992658
42,CHEMBL78184,833000.0,nM,OC(=O)\C(=C\c1ccc(F)cc1)\C#N,3.0793549985932125
697,CHEMBL283682,258.9,nM,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3cccc(Br)c3)c2c1,6.586867949565128
5295,CHEMBL3628907,1260.0,nM,Clc1cc(Oc2ncnc3sc4CCCCc4c23)ccc1NC(=O)Nc5cccc(Br)c5,5.8996294548824375
6600,CHEMBL4087646,6.0,nM,NP(=O)(OCCCCOc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)N(CCCl)CCCl,8.221848749616356
3588,CHEMBL110036,812.83,nM,COc1cc2ncc(C#N)c(Nc3cccc(N)c3)c2cc1OC,6.090000275786018
6675,CHEMBL4091166,169.4,nM,Clc1cccc(Nc2ccnc3ccc(NC(=O)C4CCC5(CC4)OCC6(OO5)C7CC8CC(CC6C8)C7)cc23)c1,6.771086594005312
564,CHEMBL415738,1.0,nM,Cc1cccc(Nc2cc(NCCO)ncn2)c1,9.0
3487,CHEMBL1641989,4100.0,nM,CN(C)CCCC(=O)Nc1ccc2c(cnc(Nc3cccc(Br)c3)c2c1)C#N,5.3872161432802645
2451,CHEMBL450396,50.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4cc(C#C[C@H]5C[C@H](CN5)OC(=O)N6CCOCC6)sc34)cc2Cl)c1,7.301029995663981
6815,CHEMBL4104717,224.5,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCC6(CCN(C)CC6)CC5)c(C)c4)nc23)c7cc(OC)ccc7F,6.648783654660658
1088,CHEMBL117697,842.0,nM,COc1cccc(Nc2ncnc3ccccc23)c1,6.0746879085003505
628,CHEMBL168921,2200.0,nM,CC(C)(C)OC(=O)N1CCC(C1)n2cc(c3cccc(O)c3)c4c(N)ncnc24,5.657577319177793
4085,CHEMBL2029436,0.3,nM,COc1cc(ccc1Nc2ncc3CN(C(=O)N(c4cccc(NC(=O)C=C)c4)c3n2)c5ccccc5)N6CCN(C)CC6,9.522878745280337
2292,CHEMBL255865,20.0,nM,CO\N=C\c1c(N)ncnc1Nc2ccc3c(cnn3Cc4cccc(c4)C#N)c2,7.698970004336019
1470,CHEMBL57170,800000.0,nM,COc1ccc(C=C(C#N)C#N)cc1F,3.0969100130080562
1420,CHEMBL55979,400.0,nM,CC(NC(=O)\C(=C\c1ccc(O)c(O)c1)\C#N)c2ccccc2,6.3979400086720375
3481,CHEMBL1630117,3.9,nM,ONC(=O)c1oc(cc1)c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2,8.4089353929735
3579,CHEMBL324045,977.24,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1OCC,6.009998764965339
6809,CHEMBL4062192,467.0,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCCCC5)c(C)c4)nc23)c6cc(OC)ccc6F,6.330683119433888
6221,CHEMBL3671547,866.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCCNC(=O)C,6.062482107982653
3603,CHEMBL112096,363.08,nM,COc1cc2ncc(C#N)c(Nc3ccccc3C(C)C)c2cc1OC,6.439997673226633
1203,CHEMBL330668,780.0,nM,COc1cc2ncnc(Nc3cnc4ccccc4n3)c2cc1OC,6.107905397309519
1900,CHEMBL1203934,51.0,nM,Cl.COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,7.292429823902063
1795,CHEMBL425601,9.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)C4(CN(C4)C(C)C)C(=O)N,8.045757490560675
1791,CHEMBL205870,85.0,nM,Fc1cccc(COc2ccc(Nc3ncncc3C#C)cc2Cl)c1,7.070581074285707
533,CHEMBL3085277,538.0,nM,C[C@H](Nc1ncnc2c3ccccc3sc12)c4ccccc4,6.269217724333611
2642,CHEMBL474343,5.754,nM,C=CC(=O)NC1=CC=C2N=CN=C(Nc3ccc(Oc4ccccc4)cc3)C12,8.240030142445693
2810,CHEMBL45068,25000000.0,nM,Oc1ccc(CCC(=O)c2c(O)cc(O)cc2O)cc1,1.6020599913279623
4775,CHEMBL3218347,136.0,nM,CCC(=O)Nc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1,6.866461091629782
6776,CHEMBL4064937,28.7,nM,CN1CCN(CC1)c2ccc(Nc3ncc4CN(C(=O)N([C@H]5CCN(C5)C(=O)C6CC6)c4n3)c7ccccc7Cl)cc2C,7.542118103266008
3374,CHEMBL1242661,21000.0,nM,CCOc1ccc2cc(ccc2c1)c3nn(C)c4ncnc(N)c34,4.6777807052660805
3607,CHEMBL111688,158.49,nM,COc1cc2ncc(C#N)c(Nc3ccc(F)c(c3)C(F)(F)F)c2cc1OC,6.799998134593398
2794,CHEMBL480348,121.0,nM,CCNCc1ccc([nH]1)c2cc3c(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)ncnc3s2,6.91721462968355
3236,CHEMBL1170459,5760.0,nM,Cc1ncc([N+](=O)[O-])n1CCOC(=O)\C=C\c2ccc3ccccc3c2,5.239577516576788
54,CHEMBL77524,833000.0,nM,COc1ccc(\C=C(/C#N)\C(=O)O)cc1,3.0793549985932125
1511,CHEMBL56201,26000.0,nM,CN1C(=O)C(=C(C#N)C#N)c2cc(O)ccc12,4.585026652029182
5633,CHEMBL3800262,57000.0,nM,CC(=O)c1cccc(NC(=O)c2cc3ccccc3[nH]2)c1,4.2441251443275085
6170,CHEMBL3671497,4.0,nM,NC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.397940008672037
5889,CHEMBL3957416,14.0,nM,CCOc1cc2ncnc(Nc3ccc(NS(=O)(=O)c4ccccc4)cc3)c2cc1NC(=O)\C=C\CN5CCOCC5,7.853871964321762
4509,CHEMBL2408824,2940.0,nM,COc1cc(ccc1Nc2ncc(Cl)c(Oc3ccc(CCOc4no[n+]([O-])c4S(=O)(=O)c5ccccc5)cc3)n2)N6CCN(C)CC6,5.531652669587842
1067,CHEMBL345837,12000.0,nM,Cn1c(SSc2c(C(=O)Nc3cccc(c3)C(=O)O)c4ccccc4n2C)c(C(=O)Nc5cccc(c5)C(=O)O)c6ccccc16,4.920818753952375
4614,CHEMBL2437474,18280.0,nM,COc1ccc(cc1)N2C(=O)C=Nc3cnc(Nc4cccc(N)c4)nc23,4.738023808602187
2975,CHEMBL598611,8.2,nM,COc1cc2c(Nc3cccc(c3)C#C)ncnc2cc1OCCCCCCC(=O)NO,8.086186147616283
256,CHEMBL35820,0.006,nM,CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC,11.221848749616356
5111,CHEMBL3416593,629.0,nM,COc1ccccc1c2cc3c(N[C@@H](CO)c4ccccc4)ncnc3s2,6.201349354554731
1738,CHEMBL378145,3400.0,nM,Clc1ccc2Oc3ncnc(Nc4cccc(Br)c4)c3NCc2c1,5.468521082957745
4023,CHEMBL1958220,5350.0,nM,COc1ccc(cc1)C2=NN(C(C2)c3ccc(Cl)cc3)C4=NC(=O)CS4,5.2716462179787715
5382,CHEMBL4111809,25.0,nM,CC(C)n1c(Nc2cccc(NC(=O)C)c2)nc3cnc(Nc4ccc(cc4F)C(=O)N[N+]5=CCN(C)CC5)nc13,7.6020599913279625
2663,CHEMBL36164,3.467,nM,OCCN(CCO)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12,8.460046158343603
5931,CHEMBL3908303,11.0,nM,C[C@@H](Nc1ncnc2oc(cc12)c3ccccc3)c4ccccc4,7.958607314841775
6204,CHEMBL3671530,125.0,nM,CC(N(C)C)C(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,6.903089986991944
2735,CHEMBL511990,11.0,nM,OC[C@@H]1CCCN1Cc2ccc(Nc3nc4ncnc(Nc5ccc(F)c(Cl)c5)c4s3)cc2,7.958607314841775
6710,CHEMBL4093114,112.4,nM,Fc1c(NC(=S)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cccc1C(F)(F)F,6.949233688766958
4357,CHEMBL2325101,50.0,nM,Clc1ccc(cc1Cl)C2=NN(C(C2)c3ccc4ccccc4c3)c5ccccc5,7.301029995663981
2174,CHEMBL53310,13.18,nM,CNc1ncc2ncnc(Nc3ccccc3)c2n1,7.880084589742009
1449,CHEMBL51028,880.0,nM,CN1CCN(CCCNc2ncc3cc(c(NC(=O)NC4CCCCC4)nc3n2)c5c(Cl)cccc5Cl)CC1,6.055517327849832
3892,CHEMBL1928954,1671.0,nM,Fc1cccc(COc2ccc(Nc3cc(Oc4cccc(NC(=O)\C=C\c5ccccc5)c4)ncn3)cc2Cl)c1,5.777023550106609
4181,CHEMBL2064388,30000.0,nM,Oc1ccccc1Nc2ncnc3cc4OC(=O)N(CCCN5CCOCC5)c4cc23,4.522878745280337
5806,CHEMBL3943512,65.0,nM,CCC(=O)Nc1cc2c(Nc3ccc(Oc4ccccc4)cc3)ncnc2cc1OC,7.187086643357144
552,CHEMBL354310,330.0,nM,COc1cccc(c1)c2cn(C3CC(C3)C(=O)NCCO)c4ncnc(N)c24,6.481486060122113
4911,CHEMBL3263364,5530.0,nM,COc1ccc(cc1)C2=NN(C(C2)c3cccc4ccccc34)C5=NC(=O)CS5,5.257274868695302
2431,CHEMBL461114,76.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)Nc4ccccc4,7.119186407719209
6238,CHEMBL3671564,698.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCCNC(=O)N4CCNCC4)c(NC(=O)C=C)cc23,6.156144577376839
1732,CHEMBL424853,1000.0,nM,Fc1ccc2Oc3ncnc(Nc4ccc(F)c(Cl)c4)c3NCc2c1,6.0
3335,CHEMBL1241773,12000.0,nM,CC(C)n1nc(c2ccc(cc2)C(=O)C)c3c(N)ncnc13,4.920818753952375
4378,CHEMBL2325108,210.0,nM,NC(=S)N1N=C(CC1c2cccc3ccccc23)c4ccc(Cl)c(Cl)c4,6.6777807052660805
2125,CHEMBL257872,216.0,nM,Cc1ccc(Oc2ccc(Nc3ncnc4[nH]nc(OCCN5CCC(O)CC5)c34)cc2C)cn1,6.665546248849069
189,CHEMBL325589,510.0,nM,CN1C(=O)C(=Cc2cnc(Nc3cccnc3)nc12)c4c(Cl)cccc4Cl,6.292429823902063
4168,CHEMBL2048789,7.8,nM,OCCn1ccc2ncnc(Nc3ccc(Oc4ccc5CNC(=O)c5c4)c(Cl)c3)c12,8.10790539730952
567,CHEMBL329672,23.0,nM,Clc1cccc(Nc2ncnc3ccccc23)c1,7.638272163982407
6166,CHEMBL3671493,10.0,nM,CC(=O)NCCCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,8.0
3382,CHEMBL1241683,100000.0,nM,CC(C)n1nc(c2ccc3nc(Cl)ccc3c2)c4c(N)ncnc14,4.0
4743,CHEMBL3219502,490.0,nM,COc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1B4OC(C)(C)C(C)(C)O4,6.309803919971486
2589,CHEMBL489111,1.514,nM,Cc1cccc(Cc2ncnc3cc(OCCCN4CCOCC4)c(NC(=O)C=C)cc23)c1,8.819874124835946
6792,CHEMBL4105503,417.0,nM,CCC(=O)N1CC[C@@H](C1)N2C(=O)N(Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc23)c6cccc(OC)c6,6.379863945026242
3252,CHEMBL1243345,0.8,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)CCF,9.096910013008056
2123,CHEMBL402339,13.0,nM,COc1cc(Nc2ncnc3[nH]nc(OCCN4CCC(O)CC4)c23)ccc1OCc5cccc(F)c5,7.886056647693163
159,CHEMBL321193,150.0,nM,CN1C(=O)C(=Cc2cnc(Nc3cccc(O)c3)nc12)c4c(Cl)cccc4Cl,6.823908740944319
5620,CHEMBL3774926,139.0,nM,O=C1COc2cc3ncnc(Nc4cccc(c4)C#C)c3cc2N1CCCN5CCOCC5,6.856985199745905
3367,CHEMBL1242201,437.0,nM,COc1ccc(cc1O)c2nn(C3CCCC3)c4ncnc(N)c24,6.359518563029578
6132,CHEMBL3655341,1.0,nM,COCCN(CCOC)C\C=C\C(=O)N1CCc2c(C1)sc3ncnc(Nc4ccc(F)c(Cl)c4)c23,9.0
4441,CHEMBL2347964,179.0,nM,CC(=O)Nc1ccc(cc1)c2c(oc3ncnc(N[C@H](CO)c4ccccc4)c23)c5ccccc5,6.747146969020107
838,CHEMBL296407,4000.0,nM,NC(=O)\C(=C\c1ccc(O)c(O)c1)\C#N,5.3979400086720375
4354,CHEMBL2322329,4.6,nM,CN(C)C\C=C\C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,8.337242168318426
3033,CHEMBL592707,3260.0,nM,Cc1ccc(\C=N\NC2=NC(=O)CS2)cc1,5.486782399932061
3456,CHEMBL1272168,3057.0,nM,OC[C@H](Nc1ncnc2sc3CN(CCc3c12)C(=O)C=C)c4ccccc4,5.514704561273911
507,CHEMBL116525,910.0,nM,COc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)C#CC,6.040958607678906
4825,CHEMBL3234747,44.0,nM,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(NC(=O)c4cnc(NC5CC5)nc4)c3)cc2C(F)(F)F)CC1,7.356547323513812
4632,CHEMBL3088220,210.0,nM,Cc1ncc([N+](=O)[O-])n1C\C(=N\NC(=O)c2ccc(O)cc2)\c3ccc(Br)cc3,6.6777807052660805
3745,CHEMBL1830273,12240.0,nM,NC(=S)N\N=C(\C=C\c1ccccc1)/c2ccc(Br)cc2,4.912218582190458
6193,CHEMBL3671520,24.0,nM,CS(=O)(=O)CC(=O)NCCOc1cc2ncnc(Nc3ccc(Br)cc3F)c2cc1NC(=O)C=C,7.619788758288394
1547,CHEMBL308593,230.0,nM,Cc1[nH]c2ncnc(Nc3cccc(Cl)c3)c2c1c4ccccc4,6.638272163982407
378,CHEMBL422758,450.0,nM,COc1cc2c(Nc3c(F)cc(Cl)cc3F)ncnc2cc1OCC4CCN(C)CC4,6.346787486224656
6148,CHEMBL3671476,47.0,nM,Fc1cc(Br)ccc1Nc2ncnc3cc(OCC4CCN(CC4)C(=O)C(F)(F)F)c(NC(=O)C=C)cc23,7.327902142064283
2917,CHEMBL598307,48.0,nM,CCCCCCCCCCCCCCCCOC(=O)COc1cc(O)c2C(=O)C=C(Oc2c1)c3ccccc3,7.318758762624412
55,CHEMBL305194,29.0,nM,Cc1cc([nH]c1\C=C\2/C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C(=O)O,7.5376020021010435
4093,CHEMBL2031299,0.51,nM,Brc1cccc(Nc2ncnc3ccc(NC(=O)CCN4CCOCC4)cc23)c1,9.292429823902063
4523,CHEMBL2426288,23000.0,nM,COc1ccc(NC(=O)\C=C\CN(C)C)cc1Nc2ncc(Cl)c(n2)c3cnn4ccccc34,4.638272163982407
4589,CHEMBL1229592,2.16,nM,COc1cc(ccc1Nc2ncc(Cl)c(Oc3cccc(NC(=O)C=C)c3)n2)N4CCN(C)CC4,8.665546248849068
4103,CHEMBL2031309,2.02,nM,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN4CCOCC4,8.694648630553376
1675,CHEMBL202162,5100.0,nM,CCN(CC)CCOc1c(C(=O)OC)c2c3C(=O)c4ccccc4C(=O)c3oc2c5ccccc15,5.292429823902063
47,CHEMBL77197,1100000.0,nM,COc1cc(ccc1O)\C(=C(/C#N)\C(=O)O)\C,2.958607314841775
6717,CHEMBL4065288,10.2,nM,Brc1cccc(Nc2ncnc3ccc(NC(=S)Nc4cccnc4)cc23)c1,7.991399828238082
5582,CHEMBL3758585,690.0,nM,COc1cc2c(Nc3ccc(NC(=O)c4ccc(C)cc4)cc3)ncnc2cc1OCCCN5CCN(C)CC5,6.161150909262744
735,CHEMBL544074,1100.0,nM,Cl.C=C(CN1CCCCC1)C(=O)c2ccc(OCc3ccccc3)cc2,5.958607314841775
3908,CHEMBL1928708,870.0,nM,Oc1ccc(CNc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,6.060480747381382
5046,CHEMBL3325473,1100.0,nM,COC(=O)C1=C(N)N(C2=C(C1c3cc4ccccc4n5nnnc35)C(=O)CCC2)c6cccnc6,5.958607314841775
2718,CHEMBL472942,13570.0,nM,COc1cc2nccc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)\C=C\CN4CCOCC4,4.867420152340263
5736,CHEMBL3814460,259.0,nM,Fc1cccc(COc2ccc(Nc3ncnc4ccc(NC(=O)NCCN5CCOCC5)cc34)cc2Cl)c1,6.586700235918748
4973,CHEMBL3355879,1.08,nM,COc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCCn4ccnc4[N+](=O)[O-],8.96657624451305
5714,CHEMBL3815161,2.92,nM,Fc1ccc(Nc2ncnc3ccc(NC(=O)NCCN4CCOCC4)cc23)cc1Cl,8.534617148551582
4767,CHEMBL3221555,5000.0,nM,Cl.CCOC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.301029995663981
2053,CHEMBL248220,1610.0,nM,COc1cc2ncc(C#N)c(N[C@@H]3C[C@H]3c4ccccc4)c2cc1OCc5ccccc5,5.79317412396815
3,CHEMBL306988,500000.0,nM,CC(=C(C#N)C#N)c1ccc(NC(=O)CCC(=O)O)cc1,3.3010299956639813
3059,CHEMBL592426,1980.0,nM,Oc1c(Cl)cccc1CN(Cc2ccc(F)cc2)C(=O)Nc3ccccc3,5.703334809738469
226,CHEMBL299194,8700.0,nM,CN1CCN(CCCNc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)CC1,5.060480747381382
679,CHEMBL31876,330.2,nM,CC#CC(=O)Nc1ccc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2c1,6.4812229310732254
179,CHEMBL113863,1000.0,nM,CN1C(=O)C(=Cc2cnc(NCCCCCC(=O)O)nc12)c3c(Cl)cccc3Cl,6.0
1586,CHEMBL185637,110.0,nM,Fc1ccc(Nc2ncnn3cccc23)cc1Cl,6.958607314841775
6725,CHEMBL4073912,137.0,nM,FC(F)(F)c1csc(NC(=S)Nc2ccc3ncnc(Nc4cccc(Cl)c4)c3c2)n1,6.863279432843593
872,CHEMBL165630,0.93,nM,OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,9.031517051446064
4536,CHEMBL1812567,8800.0,nM,Clc1cccc(Nc2ncnc3ccc(NC(=O)\C=C\c4cccs4)cc23)c1,5.055517327849832
2434,CHEMBL512391,41.0,nM,Nc1ncnc(Nc2ccc(OCc3ccccc3)c(Cl)c2)c1C(=O)O,7.3872161432802645
3589,CHEMBL110035,851.14,nM,COc1cc2ncc(C#N)c(Nc3cccc(c3)N(C)C)c2cc1OC,6.069998998990925
1258,CHEMBL92937,0.69,nM,CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N,9.161150909262744
3216,CHEMBL1173105,17310.0,nM,COc1cc(OC)cc(c1)C2CC(=NN2C(=O)C)c3ccc(C)c(C)c3,4.7617029321246065
1475,CHEMBL59145,1540.0,nM,Oc1ccc(\C=C(/C#N)\C(=O)c2ccccc2Cl)cc1O,5.812479279163537
